source,target,edge
Uveitis,Pars planitis,classifies
Uveitis,Pars planitis,classifies
Uveitis,Pars planitis,classifies
Uveite,Pars planitis,classifies
Uveitida,Pars planitis,classifies
Uveit,Pars planitis,classifies
Uveitis,Pars planitis,classifies
Uveitas,Pars planitis,classifies
Uveitas,Hipertenzinis uveitas,classifies
Uveitis,Hipertenzivni uveitis,classifies
Uveite,Uveite ipertensiva,classifies
Uveitis,History of uveitis,associated finding of
Uveitis,Aufflackern der Uveitis,classifies
Uveitis,Uveitis flare up,classifies
Uveite,Riacutizzazione dell'uveite,classifies
Uveit,Uveitskov,classifies
Uveitis,Intenzivna upalna reakcija,classifies
keratitis,herpes keratitis,associated with
keratitis,vasculaire keratitis,classifies
Keratitis,Keratitis vascularis,classifies
Keratitis,Keratitis vaskularni,classifies
Sarveiskalvotulehdus,Vaskulaarinen sarveiskalvotulehdus,classifies
Ceratite,Ceratite vascular,classifies
Keratitis,Keratitis vascular,classifies
Cheratite,Cheratite vascolare,classifies
Keratitis,Keratitis vaskulaer,classifies
Queratite,Queratite vascular,classifies
Queratitis,Queratitis vascular,classifies
Keratitis,Keratitis vesicularis,classifies
Queratitis,Queratitis vesicular,classifies
Ceratite,Ceratite vesicular,classifies
Keratitis,Keratitis vesikulaer,classifies
Queratite,Queratite vesicular,classifies
keratitis,keratitis vesiculosa,classifies
Keratitis,Keratitis vesicular,classifies
Cheratite,Cheratite vescicolare,classifies
Keratitis,Keratitis vezikularni,classifies
Sarveiskalvotulehdus,Vesikulaarinen sarveiskalvotulehdus,classifies
Keratitas,Vezikulinis keratitas,classifies
Keratitis,Descemetitis,classifies
Ceratite,Descemetite,classifies
Queratite,Descemetite,classifies
Keratitida,Descemetitida,classifies
Keratitis,Descemetitis,classifies
Keratitis,Descemetitis,classifies
keratitis,descemetitis,classifies
Queratitis,Descemetitis,classifies
Cheratite,Descemetite,classifies
Sarveiskalvotulehdus,Descemetin kalvon tulehdus,classifies
Keratit,Descemetit,classifies
Keratitis,Upala Descemetove membrane,classifies
Keratitas,Descemetitas,classifies
Unspecified keratitis,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease),classified as
Keratitis,Corneal structure,has finding site
keratitis,cornea disorder,associated with
Queratite,Queratite marginal,classifies
Keratitis,Marginalis keratitis,classifies
Ceratite,Ceratite marginal,classifies
Keratitis,Keratitis marginalis,classifies
Keratitis,Marginal keratitis,classifies
Cheratite,Cheratite marginale,classifies
Queratitis,Queratitis marginal,classifies
keratitis,marginale keratitis,classifies
Keratitis,Marginalni keratitis,classifies
Sarveiskalvotulehdus,Marginaalinen sarveiskalvotulehdus,classifies
Keratit,Marginalkeratit,classifies
Keratitas,Ribinis keratitas,classifies
Sarveiskalvotulehdus,Muu pinnallinen sarveiskalvotulehdus ilman sidekalvotulehdusta,classifies
Keratitis,Other forms of keratitis,classifies
keratitis,andere vormen van keratitis,classifies
Queratitis,Otras formas de queratitis,classifies
Ceratite,Outras formas de ceratite,classifies
Cheratite,Altre forme di cheratite,classifies
Queratite,Outras formas de queratite,classifies
Keratit,Andra former av keratit,classifies
Keratitis,sonstige Formen der Keratitis,classifies
Sarveiskalvotulehdus,Muut sarveiskalvotulehduksen muodot,classifies
Keratitas,Kitos keratito formos,classifies
Keratitis,Ostali oblici keratitisa,classifies
Keratitis,Streifenkeratitis,classifies
Keratitis,Keratitis striate,classifies
Keratitis,Keratitis strijatni,classifies
Ceratite,Ceratite estriada,classifies
keratitis,keratitis striata,classifies
Keratitas,Juostinis keratitas,classifies
Sarveiskalvotulehdus,Juovainen sarveiskalvotulehdus,classifies
Keratitida,Keratitis striata,classifies
Queratite,Queratite estriada,classifies
Keratitis,Keratitis striatalis,classifies
Keratit,Keratitis striate,classifies
Queratitis,Queratitis estriada,classifies
Cheratite,Cheratite striata,classifies
Cheratite,Cheratite superficiale,classifies
Queratitis,Queratitis superficial,classifies
Keratitis,Keratitis superficial,classifies
Queratitis,Queratitis superficial no especificada,classifies
Queratite,Queratite superficial,classifies
Cheratite,"Cheratite superficiale, non specificata",classifies
Sarveiskalvotulehdus,Pinnallinen sarveiskalvotulehdus ilman sidekalvotulehdusta,classifies
keratitis,"oppervlakkige keratitis, niet-gespecificeerd",classifies
Keratitis,Keratitis oberflaechlich,classifies
Queratite,Queratite superficial NE,classifies
Keratit,"Ytlig keratit, ospecificerad",classifies
Keratitis,"Superficial keratitis, unspecified",classifies
Keratitis,"Oberflaechliche Keratitis, nicht spezifiziert",classifies
Ceratite,Ceratite superficial,classifies
keratitis,superficial keratitis,associated with
keratitis,keratitis superficialis,classifies
Keratit,Ytlig hornhinneinflammation,classifies
Keratitis,Filamentary keratitis,classifies
Cheratite,Cheratite maculare,classifies
Sarveiskalvotulehdus,Pinnallinen sarveiskalvotulehdus,classifies
Queratite,Queratite filamentosa,classifies
Keratitis,Makulaere Keratitis,classifies
Keratitis,Macular keratitis,classifies
Keratitis,Macularis keratitis,classifies
Cheratite,Cheratite filamentosa,classifies
Queratitis,Queratitis filamentosa,classifies
Queratitis,Queratitis macular,classifies
keratitis,keratitis filamentosa,classifies
Keratitis,Filamentarni keratitis,classifies
keratitis,maculaire keratitis,classifies
Keratitis,Makularni keratitis,classifies
Ceratite,Ceratite filamentar,classifies
Keratitis,Filamentaris keratitis,classifies
Sarveiskalvotulehdus,Makulan sarveiskalvotulehdus,classifies
Keratitis,Faedchenkeratitis,classifies
Keratitas,Filamentinis keratitas,classifies
Ceratite,Ceratite macular,classifies
Keratitas,Makulinis keratitas,classifies
Queratite,Queratite macular,classifies
Sarveiskalvotulehdus,Tietyntyyppiset sarveis- ja sidekalvotulehdukset,classifies
keratitis,interstitial keratitis,associated with
Queratitis,Escleroqueratitis,classifies
Keratitis,Sclerokeratitis,classifies
Keratitida,Sklerokeratitida,classifies
keratitis,sclerokeratitis,classifies
Keratitis,Sclerokeratitis,classifies
Keratitis,Sklerokeratitis,classifies
Queratite,Escleroqueratite,classifies
Ceratite,Escleroceratite,classifies
Keratit,Sklerokeratit,classifies
Cheratite,Sclerocheratite,classifies
Keratitis,Sklerokeratitis,classifies
Sarveiskalvotulehdus,Sarveis- ja kovakalvotulehdus,classifies
Keratitas,Sklerokeratitas,classifies
keratitis,ophthalmologic,associated with
Sarveiskalvotulehdus,Muu sarveis- ja sidekalvotulehdus,classifies
Unspecified keratitis,Cornea and external disease,classified as
Keratitis,Limbitis,classifies
Queratite,Limbite,classifies
Queratitis,Limbitis,classifies
keratitis,ontsteking limbus corneae,classifies
Cheratite,Limbite,classifies
Keratitida,Limbitida,classifies
Ceratite,Limbite,classifies
Keratitis,Limbitis,classifies
Keratitis,Limbitis,classifies
Keratit,Limbit,classifies
Keratitis,Limbitis (keratitis),classifies
Sarveiskalvotulehdus,Raajatulehdus,classifies
Keratitis,Keratitis,classified as
Unspecified keratitis,Keratitis,classified as
Inflammation corneal,Keratitis,classified as
Corneal inflammation,Keratitis,classified as
"Keratitis, unspecified",Keratitis,classified as
Infiammazione corneale,Cheratite,classified as
Infiammazione della cornea,Cheratite,classified as
Keratitida,Keratitida,classified as
Cheratite,Cheratite,classified as
Cheratite non specificata,Cheratite,classified as
Cheratite non specificata,Cheratite,classified as
Keratitis,Keratitis,classified as
Keratitis,"Keratitis, unspecified",classifies
Keratitis k.m.n.,Keratitis,classified as
Keratitis,Corneal inflammation,classifies
Keratitis,Unspecified keratitis,classifies
Keratitis,Inflammation corneal,classifies
Cheratite,Infiammazione corneale,classifies
Keratitis,Keratitis,classifies
Keratitis,Entzuendung der Hornhaut,classifies
Keratitis,Hornhautentzuendung,classifies
keratitis,niet-gespecificeerde keratitis,classifies
Keratitis,Keratitis k.m.n.,classifies
Cheratite,Cheratite non specificata,classifies
Cheratite,Infiammazione della cornea,classifies
keratitis,ontsteking cornea,classifies
Queratitis,Queratitis no especificada,classifies
Cheratite,Cheratite,classifies
Queratite,Queratite NE,classifies
Queratitis,Queratitis,classifies
keratitis,hoornvliesontsteking,classifies
Keratitis,Keratitis,classifies
keratitis,keratitis,classifies
Queratitis,Queratitis no especificada,classifies
Keratitis,"Keratitis, nicht spezifiziert",classifies
keratitis,niet-gespecificeerde keratitis,classifies
Keratitis,Keratitis,classifies
Queratite,Queratite NE,classifies
Queratite,Queratite NE,classifies
Keratitida,Keratitida,classifies
Corneal ulcer,Corneal structure,has finding site
corneal ulcer,cornea disorder,associated with
Unspecified corneal ulcer,Corneal ulcer,was a
Corneal ulcer,H/O: corneal ulcer,associated finding of
"Corneal ulcer, unspecified",Other eye disorders,classified as
"cornea ulcus, niet-gespecificeerd",ulceratieve keratitis,classified as
Ulcera della cornea,Cheratite ulcerativa,classified as
Cornealis ulceratio,Ulcerativ keratitis,classified as
Ulcera corneale,Cheratite ulcerativa,classified as
"Hornhautulkus, nicht spezifiziert",Ulzerative Keratitis,classified as
cornea ulcus,ulceratieve keratitis,classified as
Hornhautulzeration,Ulzerative Keratitis,classified as
cornea ulceratie,ulceratieve keratitis,classified as
"Ulcera corneale, non specificata",Cheratite ulcerativa,classified as
Hornhautulkus,Ulzerative Keratitis,classified as
Ulcer corneal,Ulcerative keratitis,classified as
ulcus corneae,ulceratieve keratitis,classified as
Ulkus der Hornhaut,Ulzerative Keratitis,classified as
"Corneal ulcer, unspecified",Ulcerative keratitis,classified as
Corneal ulceration,Ulcerative keratitis,classified as
Ulcerazione corneale,Cheratite ulcerativa,classified as
Corneal ulcer,Ulcerative keratitis,classified as
corneal ulcer,ophthalmologic,associated with
Sindrome dell'occhio secco,Occhio secco,classified as
Trockene Augen-Syndrom,Trockenes Auge,classified as
Sindrom suhog oka,Suho oko,classified as
droog oogsyndroom,droog oog,classified as
Dry eye syndrome,Dry eye,classified as
dry eye syndrome,ophthalmologic,associated with
dry eye syndrome,lacrimal disorder,associated with
Retinal ischemia,Retinal detachments; defects; vascular occlusion; and retinopathy,classified as
Retinal ischemia,Other retinal disorders,classified as
Retinalis ischaemia,Retinalis ischaemia,classified as
Ischemia retinica,Ischemia retinica,classified as
Ischaemia retinal,Retinal ischaemia,classified as
Retinal ischemia,Retinal ischaemia,classified as
Retinalis ischaemia,Retinalis ischaemia,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Ischemia retinica,Ischemia retinica,classifies
Ischemia retinica,Ischemia retinica,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Ischemia retinal,Retinal ischaemia,classified as
Ischemia retinica,Ischemia retinica,classified as
Retinalis ischemia,Retinalis ischaemia,classified as
Retinal ischaemia,Retinal ischaemia,classified as
"Ischemia, retinalis",Retinalis ischaemia,classified as
"Ischaemia, retinalis",Retinalis ischaemia,classified as
Retinal ischaemia,Retinal ischemia,classifies
Netzhautischaemie,Ischaemie der Netzhaut,classifies
Ischemia retinica,Ischemia retinica,classified as
Retinal ischaemia,Retinal ischaemia,classifies
Ischemia retinica,Ischemia retinica,classified as
Retinal ischaemia,Ischaemia retinal,classifies
retina ischaemie,ischaemie retina,classifies
retina ischaemie,ischemie retina,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Isquemia retiniana,Isquemia retinal,classifies
Ischemia retinica,Ischemia retinica,classifies
retina ischaemie,retina ischaemie,classifies
Retinal ischaemia,Ischemia retinal,classifies
Netzhautischaemie,Ischaemie der Netzhaut,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Ischemia retinica,Ischemia retinica,classifies
retina ischaemie,retinale ischaemie,classifies
Netzhautischaemie,Netzhautischaemie,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Retinalis ischaemia,"Ischemia, retinalis",classifies
Isquemia retiniana,Isquemia da retina,classifies
Isquemia retiniana,Isquemia retiniana,classified as
Isquemia retiniana,Isquemia retiniana,classifies
Netzhautischaemie,Netzhautischaemie,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Isquemia retiniana,Isquemia retiniana,classified as
Retinalis ischaemia,Retinalis ischemia,classifies
Isquemia retiniana,Isquemia retiniana,classified as
Retinalis ischaemia,"Ischaemia, retinalis",classifies
Isquemia retiniana,Isquemia retiniana,classifies
Isquemia retiniana,Isquemia retiniana,classifies
Isquemia retiniana,Isquemia retiniana,classified as
Ischaemie der Netzhaut,Netzhautischaemie,classified as
Verkkokalvon iskemia,Verkkokalvon iskemia,classified as
Netzhautischaemie,Netzhautischaemie,classified as
Isquemia retiniana,Isquemia retiniana,classified as
Isquemia da retina,Isquemia retiniana,classified as
Netzhautischaemie,Netzhautischaemie,classified as
ischemie retina,retina ischaemie,classified as
Verkkokalvon iskemia,Verkkokalvon iskemia,classified as
Verkkokalvon iskemia,Verkkokalvon iskemia,classifies
Verkkokalvon iskemia,Verkkokalvon iskemia,classified as
Verkkokalvon iskemia,Verkkokalvon iskemia,classifies
Isquemia retiniana,Isquemia retiniana,classified as
ischaemie retina,retina ischaemie,classified as
Isquemia retiniana,Isquemia retiniana,classified as
Isquemia retiniana,Isquemia retiniana,classified as
retina ischaemie,retina ischaemie,classified as
Isquemia retiniana,Isquemia retiniana,classified as
retinale ischaemie,retina ischaemie,classified as
Verkkokalvon iskemia,Verkkokalvon iskemia,classifies
Verkkokalvon iskemia,Verkkokalvon iskemia,classified as
Isquemia retinal,Isquemia retiniana,classified as
Ischaemie der Netzhaut,Netzhautischaemie,classified as
Isquemia retiniana,Isquemia retiniana,classified as
Verkkokalvon iskemia,Verkkokalvon iskemia,classifies
Retinal ischemia,Retinal structure,has finding site
retina ischaemie,retinale non-perfusie,classifies
Retinal ischaemia,Retinal nonperfusion,classifies
Netzhautischaemie,Nicht-Perfusion der Netzhaut,classifies
Ischemia retinica,Non perfusione retinica,classifies
Verkkokalvon iskemia,Verkkokalvon nonperfuusio,classifies
Optikusneuropaatia,Progresseeruv optikusneuropaatia,classifies
opticus neuropathie,progressieve opticus neuropathie,classifies
Optic neuropathy,Progressive optic neuropathy,classifies
